Id,Subject,Object,Label,Predicted Label,Execution Time (mins)
829,Ernest_Bai_Koroma,Victor_Bockarie_Foh,1,UNSATISFIABLE,0.11678481101989746
597,Pierre_Nkurunziza,Gervais_Rufyikiri,1,UNSATISFIABLE,0.06712484359741211
907,Hugo_Banzer,Jorge_Quiroga,1,UNSATISFIABLE,0.034584760665893555
937,Júlio_Prestes,Vital_Soares,1,UNSATISFIABLE,0.03432130813598633
562,Julio_Argentino_Roca,Norberto_Quirno_Costa,1,Can't Decide,0.07067251205444336
763,Teburoro_Tito,Beniamina_Tinga,1,UNSATISFIABLE,0.0671074390411377
622,John_Magufuli,Samia_Suluhu,1,UNSATISFIABLE,0.03488898277282715
201,Trương_Tấn_Sang,Nguyễn_Thị_Doan,1,Can't Decide,0.03459334373474121
394,Emílio_Garrastazu_Médici,Augusto_Rademaker,1,UNSATISFIABLE,0.03468465805053711
957,Rosalyn_Nandwa,William_Ruto,1,UNSATISFIABLE,0.03429269790649414
961,Carlos_Felipe_Morales,Ramón_Cáceres,1,UNSATISFIABLE,0.03425002098083496
554,Antonio_Guzmán_Fernández,Jacobo_Majluta_Azar,1,Can't Decide,0.03430581092834473
269,Joshua_Nkomo,Simon_Muzenda,1,UNSATISFIABLE,0.033528804779052734
835,Arturo_Umberto_Illia,Carlos_Humberto_Perette,1,1,0.034603118896484375
111,Rutherford_B._Hayes,William_A._Wheeler,1,UNSATISFIABLE,0.066070556640625
527,William_Kristol,Dan_Quayle,1,UNSATISFIABLE,0.034980058670043945
496,Frankfurt_University_of_Music_and_Performing_Arts,Hubert_Buchberger,1,UNSATISFIABLE,0.03450274467468262
350,Trần_Đức_Lương,Nguyễn_Thị_Bình,1,Can't Decide,0.034832000732421875
329,Pedro_Pablo_Ramírez,Edelmiro_Julián_Farrell,1,Can't Decide,0.03465533256530762
700,Philippe_Germain,Jean-Louis_d'Angleberme,1,1,0.036266326904296875
324,Ollanta_Humala,Omar_Chehade,1,UNSATISFIABLE,0.03417491912841797
616,José_Manuel_Barroso,Margot_Wallström,1,UNSATISFIABLE,0.03384065628051758
157,Malik_Amin_Aslam,Hamid_Khan_(lawyer),1,UNSATISFIABLE,0.03385758399963379
811,Anil_Bachoo,Angidi_Chettiar,1,UNSATISFIABLE,0.033658504486083984
570,Nguyễn_Minh_Triết,Trương_Mỹ_Hoa,1,UNSATISFIABLE,0.03401780128479004
709,Joyce_Bamford-Addo,John_Dramani_Mahama,1,UNSATISFIABLE,0.06883001327514648
471,Ali_Abdullah_Saleh,Abd_Rabbuh_Mansur_Hadi,1,1,0.06752634048461914
115,Tabarak_Husain,Abdus_Sattar_(president),1,UNSATISFIABLE,0.03426837921142578
441,Early_life_and_career_of_Suharto,Adam_Malik,1,UNSATISFIABLE,0.03378772735595703
285,Zakir_Husain_(politician),V._V._Giri,1,UNSATISFIABLE,0.03376626968383789
901,Arnold_Nordmeyer,James_Roberts_(trade_unionist),1,UNSATISFIABLE,0.033661603927612305
639,Fidel_Castro,Raúl_Castro,1,1,0.03381752967834473
851,Jesús_de_Cárdenas,José_María_Jesús_Carbajal,1,UNSATISFIABLE,0.033342599868774414
428,Milton_Bluehouse_Sr.,Frank_Chee_Willeto,1,UNSATISFIABLE,0.03351783752441406
470,Pedro_Aguirre_Cerda,Jerónimo_Méndez,1,UNSATISFIABLE,0.03403830528259277
110,Peter_M._Christian,Yosiwo_George,1,UNSATISFIABLE,0.03340339660644531
727,Liao_Feng-teh,Lien_Chan,1,UNSATISFIABLE,0.0662386417388916
911,Goethe_University_Frankfurt,Enrico_Schleiff,1,UNSATISFIABLE,0.0338597297668457
944,Central_South_University,Zhou_Kechao,1,UNSATISFIABLE,0.03438138961791992
208,Nkululeko_Sibanda,Itayi_Zimunya,1,UNSATISFIABLE,0.034183502197265625
207,Didier_Burkhalter,Simonetta_Sommaruga,1,1,0.03473973274230957
151,Sukarno,Mohammad_Hatta,1,UNSATISFIABLE,0.0350341796875
798,Julius_Nyerere,Ali_Hassan_Mwinyi,1,UNSATISFIABLE,0.03377938270568848
589,Ronald_Venetiaan,Jules_Ajodhia,1,1,0.019070148468017578
671,Jerónimo_Carrión,Pedro_José_de_Arteta,1,UNSATISFIABLE,0.03421783447265625
419,John_Quincy_Adams,John_C._Calhoun,1,UNSATISFIABLE,0.03424835205078125
758,Antonio_Saca,Ana_Vilma_de_Escobar,1,UNSATISFIABLE,0.034364938735961914
765,Joseph_Sung,Benjamin_Wah,1,UNSATISFIABLE,0.034276723861694336
172,Jalal_Talabani,Khodair_al-Khozaei,1,UNSATISFIABLE,0.06711530685424805
847,Koç_University,İrşadi_Aksun,1,Can't Decide,0.03552675247192383
868,Álvaro_Uribe,Francisco_Santos_Calderón,1,UNSATISFIABLE,0.034520864486694336
641,René_Barrientos,Luis_Adolfo_Siles_Salinas,1,UNSATISFIABLE,0.034249305725097656
378,Juan_José_Arévalo,Mario_Monteforte_Toledo,1,UNSATISFIABLE,0.03342175483703613
359,Sahabzada_Yaqub_Khan,Nurul_Amin,1,UNSATISFIABLE,0.08457136154174805
267,Dina_Nath_Sharma,Paramananda_Jha,1,UNSATISFIABLE,0.06545710563659668
556,Government_of_Mahmoud_Ahmadinejad_(2005–13),Mohammad_Reza_Rahimi,1,Can't Decide,0.03431081771850586
82,Enrique_Bolaños,Alfredo_Gómez_Urcuyo,1,Can't Decide,0.034004926681518555
275,Tabaré_Vázquez,Raúl_Fernando_Sendic_Rodríguez,1,Can't Decide,0.07043266296386719
227,Juan_Perón,Isabel_Martínez_de_Perón,1,UNSATISFIABLE,0.0672001838684082
955,Pascal_Couchepin,Ruth_Metzler-Arnold,1,UNSATISFIABLE,0.03488755226135254
102,Óscar_Arias,Laura_Chinchilla_Miranda,1,Can't Decide,0.035079002380371094
248,Manuel_A._Odría,Héctor_Boza,1,Can't Decide,0.034882307052612305
261,Víctor_M._Marroquín,María_Teresa_Quiñones,1,1,0.03518033027648926
458,Julio_Argentino_Roca,Francisco_Bernabé_Madero,1,UNSATISFIABLE,0.034327030181884766
241,Presidency_of_Corazon_Aquino,Salvador_Laurel,1,UNSATISFIABLE,0.03394746780395508
10,Shehbaz_Sharif,Ghaus_Ali_Shah,1,UNSATISFIABLE,0.03362584114074707
684,Bartolomé_Mitre,Marcos_Paz,1,UNSATISFIABLE,0.034244537353515625
20,Eligio_Ayala,Golem,1,UNSATISFIABLE,0.03422832489013672
972,Azam_Khan_Swati,Ejaz_Chaudhary,1,UNSATISFIABLE,0.0347447395324707
168,Joaquín_Balaguer,Carlos_Morales_Troncoso,1,UNSATISFIABLE,0.034191131591796875
182,James_McCombs,Andrew_Walker_(politician),1,UNSATISFIABLE,0.034105539321899414
187,Narayan_Prakash_Saud,Paramananda_Jha,1,UNSATISFIABLE,0.0659646987915039
147,Sam_Houston,Mirabeau_B._Lamar,1,UNSATISFIABLE,0.034180641174316406
577,Mohammad_Daud_Sultanzoy,Ahmad_Zia_Massoud,1,UNSATISFIABLE,0.033824920654296875
263,Jerry_Rawlings,John_Atta_Mills,1,UNSATISFIABLE,0.03341197967529297
661,Joaquín_Balaguer,Jacinto_Peynado_y_Garrigosa,1,UNSATISFIABLE,0.034336090087890625
245,Warren_G._Harding,Calvin_Coolidge,1,UNSATISFIABLE,0.16688227653503418
334,William_R._Tolbert_Jr.,Bennie_Dee_Warner,1,UNSATISFIABLE,0.03414654731750488
137,Hernán_Siles_Zuazo,Ñuflo_Chávez_Ortiz,1,UNSATISFIABLE,0.03401517868041992
549,Vicente_Ramón_Roca,Pablo_Merino,1,1,0.033609628677368164
197,Raúl_Cubas_Grau,Luis_María_Argaña,1,UNSATISFIABLE,0.03363466262817383
921,Ollanta_Humala,Marisol_Espinoza,1,UNSATISFIABLE,0.033498287200927734
607,Michelle_Wu,Frank_Baker_(politician),1,UNSATISFIABLE,0.034148216247558594
204,Bashar_al-Assad,Najah_al-Attar,1,1,0.03488469123840332
819,Lyndon_B._Johnson,Hubert_Humphrey,1,UNSATISFIABLE,0.06712102890014648
544,José_Miguel_Gómez,Alfredo_Zayas,1,UNSATISFIABLE,0.03444504737854004
44,Andrés_Pastrana_Arango,Gustavo_Bell_Lemus,1,UNSATISFIABLE,0.03425884246826172
823,Gabriel_Terra,César_Charlone_(politician),1,UNSATISFIABLE,0.03459572792053223
254,Joaquín_Samuel_de_Anchorena,Victorino_de_la_Plaza,1,UNSATISFIABLE,0.034046173095703125
669,John_Paul_II_Institute,Carl_A._Anderson,1,UNSATISFIABLE,0.0336148738861084
781,Macario_Sakay,Francisco_Carreón,1,UNSATISFIABLE,0.03376460075378418
796,Abdul_Karim_Abdullah_al-Arashi,Ali_Abdullah_Saleh,1,UNSATISFIABLE,0.034288883209228516
236,C._Odumegwu_Ojukwu,Philip_Effiong,1,UNSATISFIABLE,0.034242868423461914
643,France-Albert_René,James_Michel,1,UNSATISFIABLE,0.034197092056274414
685,Benigno_Aquino_III,Jejomar_Binay,1,UNSATISFIABLE,0.033702850341796875
948,Mohammed_Waheed_Hassan,Mohammed_Waheed_Dean,1,UNSATISFIABLE,0.0334782600402832
290,José_Tomás_Ovalle,Fernando_Errázuriz,1,UNSATISFIABLE,0.01713275909423828
278,Abdalá_Bucaram,Rosalía_Arteaga,1,Can't Decide,0.018198013305664062
670,Tek_Bahadur_Gurung,Paramananda_Jha,1,UNSATISFIABLE,0.06609869003295898
