Id,Subject,Object,Label,Predicted Label,Execution Time (mins)
1201,Ronald_F._Miller,Southern_Baptist_Theological_Seminary,1,Can't Decide,2.275527000427246
656,Denis_Haughey,Queen's_University_Belfast,1,Can't Decide,2.021710157394409
1182,James_J._Cooke,Mississippi_College,1,-1,2.07409930229187
1312,Reynato_Puno,University_of_the_Philippines_Diliman,1,1,2.1225180625915527
847,Melissa_Perry,University_of_Cambridge,1,Can't Decide,2.124208688735962
848,William_Brinkley,University_of_Oklahoma,1,Can't Decide,2.126941204071045
2465,Hadley_Wickham,University_of_Auckland,1,Can't Decide,2.072434663772583
2420,Brian_Kolb,Roberts_Wesleyan_College,1,1,2.0233154296875
2660,Ashok_Agarwal,Banaras_Hindu_University,1,Can't Decide,2.025055170059204
60,Sue_K._Hicks,Hiwassee_College,1,1,2.075831174850464
358,David_Brown_(producer),Stanford_University,1,1,2.075085163116455
1562,Claude_Allen,Duke_University,1,1,2.1743052005767822
3,Jusuf_Kalla,University_of_Indonesia,1,1,2.0728213787078857
144,Bennie_Ward,Princeton_University,1,Can't Decide,2.023662567138672
2320,Charles_E._Erdmann,Montana_State_University,1,1,2.023298501968384
2040,Ted_Bishop,Queen's_University,1,Can't Decide,2.0254135131835938
1886,Roxie_Collie_Laybourne,George_Washington_University,1,Can't Decide,2.0237295627593994
2318,Tom_Keith,University_of_Minnesota,1,1,2.1261613368988037
783,Liu_Ching-chung,National_Chung_Hsing_University,1,1,2.12310528755188
1586,Nick_Lampson,Lamar_University,1,1,2.0728752613067627
137,Rocco_Landesman,Colby_College,1,1,2.120875120162964
1983,Norman_L._Eisen,Brown_University,1,1,2.1231229305267334
455,Anna_Schwartz,Barnard_College,1,-1,2.071054458618164
1004,Daniel_Bernoulli,Heidelberg_University,1,Can't Decide,2.070479393005371
681,Jia_Yongsheng,PLA_National_Defence_University,1,1,2.076082706451416
930,Vivian_Dawson,University_of_Otago,1,Can't Decide,2.020838499069214
1706,Gloria_De_Piero,University_of_Westminster,1,1,2.0200114250183105
203,Timo_Hannay,Imperial_College_London,1,Can't Decide,2.07235050201416
183,Patch_Adams,George_Washington_University,1,1,2.0249369144439697
1193,Bryan_Cutler,Widener_University,1,1,2.122809886932373
1628,Mikhail_Gutseriyev,Plekhanov_Russian_University_of_Economics,1,Can't Decide,2.0226447582244873
141,Meinolf_Sellmann,University_of_Paderborn,1,Can't Decide,2.073167562484741
2118,Jim_Madden,University_of_Queensland,1,1,2.130166530609131
2482,Paul_D._Lowman,Rutgers_University,1,-1,2.024057388305664
878,A._Teeuw,Utrecht_University,1,Can't Decide,2.0768344402313232
601,Drew_Darby,University_of_Virginia,1,1,2.071767568588257
2405,Yves_Fortier_(geologist),Queen's_University,1,Can't Decide,1.972158432006836
382,Jogesh_Das,Gauhati_University,1,Can't Decide,2.0200576782226562
1214,Reiner_Haseloff,Humboldt_University_of_Berlin,1,1,2.021883010864258
272,Martin_Segon,University_of_Padua,1,Can't Decide,1.9719350337982178
2598,Jon_Sprunk,Lock_Haven_University_of_Pennsylvania,1,Can't Decide,1.972642421722412
1288,Adnan_Yaakob,International_Islamic_University_Malaysia,1,1,1.9729864597320557
1541,Kylie_Oversen,University_of_North_Dakota,1,1,2.071687936782837
1739,Sean_Wilentz,Yale_University,1,Can't Decide,1.9723129272460938
322,Christiane_Linster,Pierre_and_Marie_Curie_University,1,Can't Decide,2.071532726287842
1629,Norman_Isham,Brown_University,1,-1,2.022916316986084
544,Bill_Bradley,Princeton_University,1,Can't Decide,2.12152099609375
1425,Stephen_Ostroff,Perelman_School_of_Medicine_at_the_University_of_Pennsylvania,1,1,2.2224879264831543
762,Tommy_Remengesau,Grand_Valley_State_University,1,1,2.0221619606018066
265,Abraham_Kuyper,Leiden_University,1,1,2.0712907314300537
2306,Harry_Kroto,University_of_Sheffield,1,Can't Decide,2.0224850177764893
1311,Richard_Cotton_(geneticist),University_of_Melbourne,1,Can't Decide,2.0218749046325684
1048,Randy_Hopper,Northwestern_University,1,1,2.0723893642425537
